TF	Target	Score
G33	G1363	0.296558
G66	G1058	0.296556
G104	G852	0.296545
G57	G1285	0.296541
G135	G1262	0.29652
G60	G1435	0.2965
G112	G394	0.296499
G175	G150	0.296492
G112	G1117	0.296465
G106	G512	0.296456
G84	G1598	0.296435
G40	G723	0.296433
G144	G1247	0.296423
G79	G53	0.2964
G53	G432	0.296385
G97	G853	0.296385
G70	G601	0.296354
G131	G656	0.296352
G6	G966	0.296343
G60	G264	0.296342
G156	G1080	0.296341
G177	G641	0.296323
G113	G307	0.296308
G98	G1320	0.296307
G141	G916	0.2963
G162	G1205	0.296294
G166	G623	0.296292
G79	G451	0.296291
G153	G1640	0.296284
G182	G1412	0.296275
G181	G113	0.296255
G128	G1046	0.296249
G3	G1616	0.296206
G12	G573	0.296204
G176	G658	0.296192
G71	G577	0.29619
G157	G965	0.296173
G97	G243	0.296159
G97	G514	0.296154
G184	G771	0.296152
G85	G195	0.296143
G58	G1087	0.296141
G89	G1013	0.296129
G118	G1041	0.296121
G191	G485	0.296107
G28	G241	0.296106
G50	G927	0.296105
G76	G700	0.296097
G68	G419	0.296097
G56	G1023	0.296094
G134	G260	0.296082
G138	G657	0.296077
G37	G746	0.296076
G151	G1551	0.296068
G195	G1461	0.296058
G123	G1403	0.296047
G90	G1434	0.296041
G127	G344	0.296005
G129	G1629	0.295996
G100	G1615	0.295978
G59	G453	0.295976
G63	G1590	0.295961
G164	G603	0.295951
G70	G1198	0.295946
G24	G379	0.29593
G101	G816	0.295919
G29	G862	0.295897
G62	G814	0.29589
G133	G1290	0.295878
G176	G708	0.295864
G81	G1537	0.29586
G41	G94	0.295857
G58	G440	0.295841
G122	G379	0.29583
G85	G477	0.295825
G88	G1339	0.295818
G151	G881	0.295817
G81	G1393	0.295809
G177	G1501	0.295798
G36	G871	0.295787
G12	G1041	0.295786
G60	G1437	0.295776
G49	G795	0.29577
G36	G649	0.295749
G194	G525	0.295738
G16	G1269	0.295715
G79	G322	0.295713
G11	G1576	0.295698
G17	G223	0.295694
G10	G1381	0.295689
G145	G1243	0.295678
G47	G129	0.295672
G134	G1026	0.295668
G97	G157	0.295667
G27	G649	0.295664
G31	G1284	0.295662
G135	G1378	0.295658
G110	G1257	0.295645
G112	G1228	0.295642
G44	G642	0.295637
G102	G49	0.29561
G148	G3	0.295605
G117	G1424	0.295601
G84	G278	0.295589
G169	G1049	0.295585
G73	G98	0.295561
G13	G1452	0.295556
G128	G554	0.295542
G180	G158	0.295522
G183	G456	0.295521
G174	G633	0.295521
G29	G1241	0.295496
G132	G1306	0.295479
G156	G508	0.295477
G173	G874	0.295473
G101	G1630	0.29547
G126	G51	0.295461
G195	G368	0.295459
G129	G371	0.295453
G44	G620	0.295453
G14	G152	0.295451
G97	G1371	0.295429
G159	G846	0.295411
G80	G766	0.295411
G93	G1515	0.295406
G28	G342	0.295404
G177	G293	0.295382
G153	G471	0.29537
G129	G1148	0.295364
G17	G24	0.295357
G159	G1275	0.295356
G188	G1423	0.295352
G102	G794	0.295344
G101	G1040	0.295334
G70	G255	0.295318
G174	G756	0.295307
G53	G481	0.295298
G40	G1171	0.29529
G18	G148	0.295287
G119	G1113	0.295258
G117	G684	0.295247
G104	G414	0.295226
G32	G863	0.295216
G69	G723	0.295213
G4	G395	0.295196
G105	G1592	0.295195
G133	G19	0.295189
G32	G64	0.295179
G88	G400	0.295174
G46	G709	0.295173
G120	G617	0.295168
G115	G953	0.295163
G79	G692	0.295159
G152	G1371	0.295159
G120	G1530	0.295153
G115	G1317	0.295151
G138	G1359	0.29515
G18	G718	0.295138
G54	G81	0.295123
G62	G1346	0.295122
G6	G715	0.295116
G105	G1320	0.295106
G41	G6	0.295102
G48	G872	0.295097
G154	G1465	0.295088
G6	G402	0.295079
G33	G460	0.295068
G124	G819	0.295061
G46	G1631	0.295047
G92	G561	0.295026
G86	G220	0.295024
G18	G1353	0.29502
G57	G145	0.295018
G142	G452	0.295
G62	G520	0.294998
G184	G204	0.294987
G85	G1135	0.294958
G121	G1508	0.294955
G96	G1297	0.29494
G193	G951	0.294937
G36	G724	0.294924
G76	G357	0.294921
G186	G680	0.294906
G79	G1446	0.294904
G129	G1238	0.294904
G88	G186	0.294902
G83	G538	0.29489
G145	G746	0.294873
G64	G1261	0.29486
G61	G167	0.294859
G6	G857	0.29485
G39	G6	0.294849
G93	G602	0.29482
G131	G168	0.294805
G169	G785	0.294786
G78	G1385	0.294781
G89	G633	0.29478
G146	G289	0.294775
G89	G697	0.294766
G164	G1013	0.294743
G193	G337	0.294741
G121	G1548	0.294712
G90	G867	0.294679
G130	G202	0.294665
G53	G166	0.294657
G41	G736	0.29465
G53	G786	0.294648
G104	G323	0.294643
G79	G1113	0.294638
G34	G155	0.294618
G157	G1560	0.294604
G153	G157	0.294594
G67	G314	0.294583
G150	G222	0.294576
G57	G210	0.294564
G151	G1615	0.294555
G14	G449	0.294555
G4	G44	0.294539
G142	G1611	0.294519
G195	G895	0.294517
G143	G494	0.294516
G107	G950	0.294513
G159	G1326	0.294485
G162	G1143	0.29448
G27	G1265	0.294478
G35	G270	0.294452
G182	G474	0.294408
G85	G417	0.294403
G68	G213	0.294393
G172	G575	0.294387
G32	G821	0.294376
G118	G1415	0.294362
G72	G1313	0.294342
G153	G1540	0.294341
G189	G859	0.29434
G188	G1626	0.294322
G193	G163	0.294321
G62	G1567	0.29432
G92	G356	0.294316
G90	G449	0.294288
G170	G850	0.294286
G184	G48	0.294285
G161	G957	0.294275
G83	G1163	0.294265
G115	G1365	0.294263
G54	G1433	0.29426
G40	G1195	0.29425
G116	G183	0.294228
G49	G1168	0.294214
G126	G624	0.294205
G105	G1614	0.2942
G182	G302	0.294195
G178	G124	0.294182
G114	G20	0.294177
G70	G988	0.294157
G173	G1023	0.294141
G130	G313	0.294122
G150	G1066	0.294117
G134	G907	0.294111
G181	G189	0.294099
G14	G960	0.294097
G95	G138	0.294088
G138	G456	0.294079
G73	G1236	0.294079
G75	G1187	0.294068
G114	G1204	0.294061
G64	G317	0.294041
G81	G738	0.294035
G53	G1033	0.294014
G152	G1543	0.293973
G14	G811	0.293952
G106	G828	0.293951
G84	G38	0.293891
G86	G648	0.293883
G88	G837	0.293881
G110	G304	0.293881
G137	G195	0.293874
G129	G27	0.293828
G4	G1131	0.293825
G95	G1390	0.293813
G184	G1415	0.29381
G30	G364	0.293806
G101	G213	0.293803
G83	G952	0.29379
G194	G440	0.293786
G84	G1296	0.293785
G51	G1564	0.29377
G187	G1167	0.293763
G157	G1631	0.293762
G135	G1065	0.293744
G121	G347	0.293719
G76	G1502	0.293718
G11	G212	0.293714
G176	G689	0.293701
G186	G344	0.293684
G159	G84	0.293684
G107	G1433	0.293679
G85	G979	0.293677
G67	G1176	0.293674
G169	G1555	0.293672
G61	G802	0.293671
G108	G1314	0.293669
G128	G126	0.293663
G36	G1445	0.293647
G169	G969	0.293625
G102	G1576	0.293618
G68	G556	0.293617
G56	G456	0.293615
G164	G1324	0.293597
G192	G246	0.293586
G15	G1047	0.293576
G32	G491	0.293563
G30	G10	0.293555
G111	G1278	0.293546
G143	G981	0.293545
G176	G733	0.293543
G76	G1219	0.293537
G5	G726	0.293537
G77	G244	0.293534
G144	G1005	0.293529
G144	G1188	0.293516
G168	G886	0.293509
G135	G863	0.293504
G40	G423	0.293486
G2	G105	0.293481
G44	G1623	0.293477
G118	G996	0.293471
G144	G1201	0.293462
G133	G1166	0.293458
G54	G912	0.293454
G186	G721	0.293443
G49	G278	0.293432
G59	G310	0.293428
G144	G1115	0.293414
G83	G72	0.293414
G61	G546	0.293411
G131	G678	0.29341
G90	G415	0.293408
G113	G1151	0.293408
G195	G237	0.293386
G154	G1054	0.293343
G157	G1190	0.293339
G27	G599	0.293333
G192	G304	0.293308
G73	G452	0.29326
G61	G902	0.293255
G162	G525	0.293244
G166	G184	0.293234
G2	G521	0.293233
G54	G1600	0.293209
G131	G698	0.293199
G39	G427	0.293197
G129	G93	0.293189
G113	G1260	0.293189
G178	G254	0.293172
G60	G949	0.293151
G79	G460	0.293149
G143	G492	0.293143
G69	G34	0.293141
G189	G924	0.293118
G85	G721	0.293114
G121	G854	0.293112
G126	G909	0.293109
G13	G429	0.2931
G193	G1305	0.293081
G2	G948	0.293079
G186	G671	0.293071
G153	G541	0.293066
G91	G492	0.293057
G180	G1154	0.293049
G159	G393	0.293048
G61	G799	0.292989
G107	G1514	0.292973
G160	G557	0.292967
G91	G1398	0.292962
G113	G924	0.292958
G185	G983	0.292954
G193	G105	0.292953
G88	G1570	0.292943
G140	G287	0.292917
G162	G823	0.292909
G143	G1249	0.292904
G141	G1254	0.292899
G68	G823	0.292897
G191	G56	0.292884
G41	G1259	0.292833
G73	G837	0.292833
G27	G857	0.292823
G16	G248	0.292819
G28	G381	0.292817
G138	G1081	0.292796
G69	G1113	0.292773
G79	G635	0.292773
G15	G1615	0.292769
G38	G1426	0.292767
G151	G54	0.292766
G167	G647	0.292766
G77	G174	0.292762
G101	G114	0.292757
G120	G4	0.292756
G91	G1557	0.292751
G120	G1059	0.292743
G58	G1146	0.292739
G47	G1276	0.292739
G93	G264	0.292739
G144	G608	0.292701
G139	G126	0.29269
G177	G1079	0.292681
G16	G799	0.292678
G150	G792	0.292669
G172	G706	0.292669
G13	G325	0.292668
G15	G766	0.292662
G17	G1212	0.292648
G127	G440	0.292643
G27	G907	0.292632
G33	G657	0.292613
G113	G622	0.292593
G175	G88	0.292572
G79	G1520	0.292561
G106	G765	0.292559
G122	G1370	0.292551
G177	G1314	0.292544
G43	G915	0.292535
G98	G173	0.292522
G2	G705	0.29249
G106	G1284	0.292474
G194	G1470	0.292467
G175	G159	0.292465
G162	G1100	0.292453
G56	G1622	0.292452
G73	G1606	0.292438
G96	G315	0.292424
G155	G585	0.292422
G60	G9	0.292404
G16	G803	0.292399
G10	G642	0.292392
G73	G1342	0.292379
G20	G576	0.292363
G184	G1595	0.292349
G184	G1252	0.292337
G114	G1059	0.292336
G131	G1260	0.292332
G16	G839	0.292306
G122	G301	0.292294
G101	G1574	0.292284
G89	G241	0.292276
G73	G472	0.292276
G193	G624	0.292263
G181	G302	0.29226
G38	G1164	0.292221
G35	G1291	0.292216
G192	G1240	0.292213
G156	G153	0.292212
G145	G593	0.29221
G52	G1146	0.292206
G187	G441	0.292206
G121	G1603	0.29219
G79	G280	0.292189
G85	G1251	0.292188
G64	G872	0.292179
G46	G853	0.292172
G191	G105	0.292172
G18	G342	0.292166
G91	G1085	0.292162
G69	G1022	0.292157
G98	G1130	0.292156
G57	G1286	0.292149
G129	G1493	0.292129
G106	G871	0.292112
G137	G316	0.29211
G131	G1569	0.292102
G35	G1041	0.292097
G46	G353	0.292089
G66	G990	0.292077
G89	G1432	0.292072
G73	G1589	0.292072
G101	G1368	0.292062
G29	G1603	0.29206
G96	G1637	0.292055
G67	G1385	0.292046
G50	G626	0.292044
G17	G1394	0.292017
G95	G1267	0.292009
G87	G1152	0.292009
G132	G1357	0.291998
G137	G476	0.29199
G29	G1278	0.291986
G90	G1366	0.291979
G14	G465	0.291954
G156	G1261	0.291941
G115	G1563	0.291937
G114	G1575	0.291926
G125	G1587	0.291908
G176	G1096	0.291903
G53	G1458	0.291887
G158	G426	0.29188
G13	G1324	0.291877
G134	G811	0.291874
G35	G1496	0.291864
G20	G559	0.29186
G118	G1053	0.291858
G183	G53	0.291858
G126	G1421	0.291855
G181	G1195	0.291847
G162	G656	0.291845
G168	G1162	0.291841
G22	G1121	0.291832
G14	G769	0.291826
G32	G737	0.291823
G7	G1474	0.291815
G5	G1405	0.291806
G85	G708	0.291803
G119	G758	0.29179
G10	G89	0.291788
G122	G1085	0.291777
G10	G148	0.291767
G35	G763	0.291763
G181	G1062	0.291762
G166	G1503	0.29175
G85	G318	0.291749
G137	G1492	0.291748
G21	G1138	0.291741
G12	G1111	0.291732
G152	G272	0.29173
G179	G168	0.291729
G154	G1369	0.291725
G58	G1434	0.291719
G64	G168	0.291715
G101	G354	0.291712
G186	G406	0.291708
G182	G378	0.291708
G110	G111	0.291703
G26	G894	0.291699
G98	G1049	0.291697
G109	G911	0.291689
G130	G322	0.291658
G137	G1405	0.29165
G89	G1530	0.291607
G51	G1346	0.2916
G121	G1618	0.291581
G41	G74	0.291572
G195	G47	0.291562
G65	G40	0.291547
G72	G1138	0.291539
G21	G323	0.291536
G27	G606	0.29153
G21	G701	0.29153
G60	G32	0.291526
G21	G1529	0.291518
G73	G1276	0.291515
G50	G706	0.291511
G55	G1347	0.291494
G36	G651	0.291479
G115	G1350	0.291464
G3	G1069	0.291463
G184	G1398	0.291457
G40	G1411	0.291416
G155	G35	0.291414
G129	G664	0.291405
G194	G932	0.291392
G107	G613	0.291386
G47	G194	0.291385
G154	G315	0.291384
G81	G778	0.291376
G18	G348	0.291364
G73	G708	0.291358
G107	G191	0.291347
G175	G441	0.291335
G91	G722	0.291327
G148	G817	0.291323
G190	G1441	0.29131
G51	G18	0.291309
G82	G292	0.291292
G184	G568	0.291291
G166	G1031	0.291284
G127	G817	0.29128
G56	G674	0.291279
G83	G596	0.291274
G59	G1447	0.291271
G143	G552	0.291271
G163	G1630	0.291266
G19	G380	0.291265
G189	G731	0.291253
G65	G1590	0.291237
G36	G1226	0.291219
G153	G1312	0.291209
G129	G11	0.291205
G63	G1553	0.291193
G97	G465	0.291186
G49	G856	0.291169
G166	G559	0.291157
G141	G836	0.291129
G160	G1052	0.291126
G172	G105	0.291118
G87	G424	0.291116
G171	G1389	0.29111
G108	G1545	0.291108
G96	G1606	0.291093
G80	G347	0.291088
G57	G141	0.291086
G129	G934	0.291086
G134	G639	0.291081
G69	G1315	0.291066
G133	G1502	0.291064
G82	G1560	0.291058
G34	G538	0.291034
G6	G1181	0.291029
G101	G1492	0.291024
G35	G1488	0.291022
G161	G264	0.291002
G36	G1456	0.29099
G188	G1561	0.29099
G73	G1443	0.290983
G118	G721	0.29098
G110	G1260	0.290966
G142	G1252	0.290964
G5	G1159	0.29096
G149	G1515	0.290956
G138	G1576	0.290936
G16	G904	0.290924
G38	G112	0.290911
G88	G388	0.290909
G135	G6	0.290902
G104	G1183	0.2909
G22	G1478	0.290884
G172	G1597	0.290872
G128	G372	0.290864
G181	G610	0.29086
G130	G961	0.290856
G120	G853	0.290843
G65	G414	0.290819
G161	G1353	0.290807
G112	G86	0.2908
G109	G880	0.290797
G144	G1306	0.290782
G118	G731	0.290778
G14	G1137	0.290771
G128	G740	0.290767
G141	G1204	0.290764
G60	G1506	0.29076
G163	G209	0.290755
G8	G95	0.290747
G9	G230	0.290744
G178	G1375	0.290743
G108	G93	0.290737
G150	G657	0.290734
G114	G1375	0.290732
G116	G996	0.290728
G114	G372	0.290726
G96	G38	0.290725
G115	G966	0.290723
G79	G222	0.290713
G83	G371	0.290709
G137	G91	0.290709
G81	G1064	0.290704
G22	G1334	0.290671
G96	G1283	0.290668
G119	G1538	0.290643
G178	G432	0.290626
G99	G398	0.290612
G30	G963	0.290608
G184	G379	0.290601
G36	G1166	0.290596
G137	G1582	0.290594
G63	G144	0.290591
G195	G1307	0.290583
G60	G1152	0.290564
G182	G605	0.290561
G172	G61	0.290557
G118	G661	0.290544
G19	G671	0.290542
G21	G302	0.290538
G136	G1255	0.290533
G91	G777	0.290525
G7	G1527	0.290517
G107	G255	0.290504
G62	G1309	0.290502
G161	G734	0.290499
G121	G1539	0.290494
G160	G1028	0.290489
G87	G954	0.290488
G134	G969	0.290481
G91	G1534	0.290478
G162	G317	0.29047
G157	G323	0.290442
G109	G392	0.290438
G61	G1170	0.290433
G144	G1159	0.290433
G125	G810	0.29043
G143	G989	0.290425
G107	G1118	0.290415
G141	G1196	0.290411
G12	G1420	0.29041
G101	G880	0.290404
G46	G50	0.290381
G194	G1637	0.290374
G60	G1428	0.290369
G3	G828	0.290366
G74	G465	0.290364
G93	G1277	0.290362
G168	G379	0.290359
G29	G1510	0.290336
G84	G27	0.290333
G85	G1295	0.29033
G156	G904	0.29032
G124	G1396	0.290311
G9	G1395	0.290301
G28	G37	0.290272
G140	G924	0.290272
G156	G954	0.29025
G119	G1253	0.290248
G118	G405	0.290242
G143	G1398	0.290242
G18	G756	0.290231
G80	G877	0.290229
G102	G186	0.290228
G150	G646	0.290227
G131	G69	0.290218
G168	G1183	0.290218
G21	G22	0.290203
G50	G245	0.290198
G142	G895	0.290192
G162	G273	0.290178
G134	G1609	0.29017
G28	G1372	0.29016
G64	G69	0.290155
G191	G433	0.290154
G2	G857	0.290145
G113	G260	0.290142
G47	G1248	0.290125
G106	G717	0.290113
G178	G1309	0.290106
G141	G598	0.290096
G36	G1555	0.290095
G17	G75	0.290094
G130	G935	0.290083
G137	G1496	0.29008
G69	G382	0.29008
G114	G200	0.290077
G27	G1363	0.290069
G11	G1114	0.290054
G140	G180	0.290033
G182	G808	0.290021
G137	G1270	0.290005
G145	G528	0.290005
G156	G799	0.289995
G87	G357	0.289987
G85	G138	0.289979
G157	G1315	0.289974
G10	G223	0.289969
G155	G1338	0.28996
G61	G16	0.289954
G15	G1636	0.289952
G184	G859	0.289937
G142	G543	0.289916
G35	G505	0.289915
G170	G1064	0.289909
G80	G1191	0.289892
G18	G52	0.289882
G53	G1310	0.289835
G177	G999	0.289802
G81	G358	0.289802
G6	G1429	0.289796
G153	G884	0.289795
G82	G805	0.289791
G12	G1166	0.289788
G195	G1342	0.28977
G157	G913	0.289769
G150	G1461	0.289749
G138	G56	0.289748
G126	G1619	0.289746
G101	G95	0.289737
G86	G1359	0.289726
G39	G578	0.28972
G39	G246	0.289699
G37	G1017	0.289688
G194	G379	0.289675
G194	G209	0.289652
G195	G1193	0.289643
G28	G1248	0.289641
G62	G1096	0.289638
G38	G838	0.289628
G34	G1448	0.289623
G65	G1186	0.289619
G168	G1120	0.289615
G7	G1000	0.289614
G130	G213	0.289613
G30	G1108	0.2896
G100	G1636	0.2896
G99	G870	0.289596
G95	G514	0.289587
G166	G744	0.289581
G30	G250	0.289578
G59	G1190	0.289574
G2	G387	0.289567
G183	G1555	0.28956
G168	G968	0.289553
G2	G816	0.289551
G137	G135	0.289549
G81	G18	0.289541
G183	G279	0.289539
G157	G1536	0.289527
G54	G722	0.289524
G144	G305	0.289519
G36	G814	0.289514
G188	G832	0.289502
G86	G971	0.289491
G2	G612	0.289488
G143	G101	0.28948
G137	G530	0.28948
G49	G791	0.289461
G73	G954	0.289458
G62	G985	0.289457
G27	G1014	0.28945
G120	G376	0.289447
G84	G932	0.289446
G51	G1336	0.289421
G35	G878	0.289415
G168	G322	0.289383
G62	G622	0.289362
G181	G1064	0.289355
G11	G393	0.289353
G51	G1469	0.289334
G74	G322	0.289331
G88	G1253	0.289324
G18	G623	0.289323
G85	G316	0.289308
G85	G405	0.289307
G36	G600	0.289289
G110	G668	0.289287
G184	G1509	0.289287
G113	G825	0.289285
G85	G166	0.289285
G85	G214	0.289278
G58	G621	0.289275
G163	G1218	0.28927
G87	G1314	0.289259
G33	G1339	0.289257
G151	G8	0.289241
G21	G239	0.289234
G148	G650	0.289229
G98	G1412	0.289219
G67	G663	0.289208
G31	G1496	0.289205
G84	G1538	0.289196
G120	G1079	0.289193
G126	G644	0.289161
G107	G68	0.289158
G107	G1251	0.289142
G88	G801	0.289141
G106	G1544	0.289138
G46	G741	0.289131
G163	G1331	0.289127
G185	G43	0.289096
G75	G1456	0.289073
G139	G1273	0.289065
G160	G118	0.289063
G194	G1249	0.289059
G108	G1392	0.289041
G36	G697	0.289038
G62	G1085	0.289031
G3	G1229	0.289027
G178	G155	0.289004
G168	G1505	0.288998
G24	G126	0.288993
G182	G795	0.288984
G21	G1078	0.28897
G180	G29	0.288968
G11	G912	0.288957
G83	G1361	0.288954
G61	G1179	0.288948
G141	G199	0.288946
G110	G1635	0.288936
G137	G1343	0.288922
G79	G91	0.288919
G14	G997	0.288912
G61	G1320	0.288904
G188	G1432	0.288844
G119	G878	0.28884
G55	G831	0.288824
G32	G486	0.288818
G35	G1356	0.288813
G188	G602	0.288802
G114	G283	0.288795
G67	G1094	0.288787
G115	G1210	0.288784
G145	G793	0.288782
G129	G485	0.288773
G192	G1040	0.288772
G8	G195	0.288768
G97	G714	0.288767
G73	G1585	0.288763
G122	G1101	0.288759
G181	G529	0.28872
G194	G849	0.288711
G91	G1203	0.288688
G97	G626	0.288673
G81	G14	0.288657
G176	G1010	0.28865
G175	G71	0.288649
G24	G1453	0.288648
G147	G1180	0.288647
G155	G153	0.288644
G186	G1114	0.288619
G12	G806	0.288618
G107	G949	0.288618
G39	G262	0.288614
G29	G1337	0.288612
G147	G58	0.28861
G136	G1642	0.288598
G96	G1006	0.288584
G178	G1256	0.288575
G138	G588	0.288574
G144	G1011	0.288526
G15	G1082	0.288512
G33	G734	0.288491
G61	G57	0.288489
G58	G1171	0.288482
G191	G512	0.28848
G120	G1154	0.288467
G73	G29	0.288447
G4	G651	0.288443
G16	G374	0.288436
G38	G1165	0.28842
G168	G763	0.288419
G150	G248	0.288408
G64	G1435	0.288388
G130	G713	0.288373
G11	G363	0.288371
G176	G816	0.28835
G153	G1441	0.288348
G195	G1635	0.288343
G10	G233	0.288342
G43	G719	0.288326
G151	G64	0.288314
G142	G597	0.288309
G26	G1195	0.288309
G90	G1124	0.288295
G65	G1183	0.288285
G109	G1311	0.288283
G38	G629	0.288271
G78	G633	0.288265
G141	G481	0.288242
G73	G703	0.288236
G144	G150	0.288225
G102	G1353	0.288224
G174	G508	0.288209
G99	G1402	0.288187
G5	G1384	0.288137
G74	G77	0.288129
G144	G1017	0.288123
G26	G1423	0.288121
G19	G1507	0.288112
G89	G344	0.288108
G17	G1427	0.288103
G122	G921	0.288086
G121	G787	0.288076
G87	G1158	0.288065
G5	G759	0.288059
G193	G1022	0.288054
G171	G712	0.288037
G69	G1435	0.28803
G124	G1610	0.288029
G135	G1547	0.288029
G73	G43	0.288005
G75	G713	0.287986
G122	G987	0.287977
G53	G684	0.287974
G148	G1619	0.28796
G96	G1130	0.287953
G182	G937	0.287942
G97	G218	0.28793
G140	G470	0.287917
G78	G449	0.287914
G97	G456	0.287906
G184	G543	0.2879
G176	G102	0.287895
G19	G389	0.287886
G79	G227	0.287876
G178	G712	0.287871
G2	G292	0.287858
G164	G128	0.287853
G109	G79	0.287853
G162	G569	0.287826
G67	G726	0.287824
G150	G1056	0.287811
G77	G1116	0.287808
G100	G307	0.287807
G6	G240	0.287801
G7	G73	0.287779
G132	G1143	0.287771
G122	G1557	0.287767
G142	G1100	0.287766
G183	G1609	0.287764
G4	G463	0.287758
G95	G785	0.287733
G91	G944	0.287708
G3	G1559	0.287706
G152	G1486	0.287703
G105	G1294	0.287675
G194	G208	0.287674
G186	G513	0.287674
G41	G554	0.287671
G154	G1195	0.287669
G187	G1345	0.287665
G78	G1550	0.287644
G143	G1147	0.287625
G194	G267	0.287618
G171	G1405	0.287614
G20	G596	0.287612
G68	G1282	0.28761
G107	G1159	0.287607
G24	G1077	0.28758
G6	G852	0.287578
G17	G356	0.287568
G67	G1536	0.28755
G104	G777	0.287548
G195	G156	0.287541
G189	G90	0.287539
G62	G645	0.287522
G28	G353	0.287522
G29	G256	0.287484
G10	G997	0.28748
G3	G1141	0.287462
G24	G22	0.287458
G88	G1066	0.287455
G20	G1506	0.287454
G10	G1522	0.287449
G77	G63	0.287448
G15	G1017	0.287432
G77	G608	0.287429
G37	G1015	0.287422
G95	G265	0.28742
G195	G1076	0.287403
G12	G1458	0.2874
G63	G1488	0.287395
G143	G262	0.287385
G34	G68	0.28738
G100	G909	0.287379
G52	G303	0.287377
G152	G1622	0.287373
G122	G1400	0.28737
G117	G1405	0.287347
G38	G48	0.287345
G35	G305	0.287338
G156	G1344	0.28732
G71	G90	0.287315
G122	G1341	0.287286
G74	G1159	0.287282
G30	G628	0.287273
G121	G1070	0.287272
G105	G343	0.287268
G149	G221	0.287257
G144	G866	0.287256
G156	G382	0.287242
G97	G1306	0.287238
G36	G1347	0.28723
G89	G254	0.287223
G29	G53	0.287202
G81	G391	0.287192
G72	G992	0.287172
G35	G847	0.287165
G134	G357	0.287164
G171	G906	0.287162
G5	G780	0.287158
G185	G16	0.287157
G36	G1639	0.287156
G67	G281	0.287156
G140	G573	0.287153
G36	G67	0.287146
G80	G302	0.287141
G6	G1301	0.28712
G102	G876	0.287118
G53	G1343	0.287114
G105	G1065	0.287104
G47	G551	0.287098
G47	G453	0.287095
G41	G1028	0.28708
G83	G967	0.287076
G29	G951	0.287065
G154	G833	0.287063
G188	G1541	0.28705
G11	G866	0.287033
G119	G685	0.287028
G122	G1028	0.287026
G126	G506	0.287024
G27	G721	0.287023
G69	G169	0.287022
G30	G1242	0.28702
G83	G1427	0.287005
G146	G1600	0.287003
G47	G385	0.286982
G93	G1496	0.286975
G80	G1492	0.286974
G167	G1601	0.286963
G39	G1288	0.286963
G160	G242	0.286959
G150	G1241	0.286956
G89	G884	0.286919
G122	G1463	0.286897
G68	G45	0.286897
G43	G780	0.286889
G119	G918	0.286864
G49	G1356	0.286858
G82	G1060	0.286846
G137	G925	0.286823
G119	G192	0.286816
G38	G320	0.286809
G131	G153	0.286774
G135	G1155	0.286763
G36	G232	0.28676
G15	G1469	0.286733
G178	G293	0.286706
G116	G1267	0.286697
G88	G272	0.286693
G60	G964	0.286691
G175	G295	0.286687
G98	G1223	0.286656
G146	G1097	0.286647
G58	G1632	0.28663
G111	G1431	0.286626
G186	G268	0.286624
G107	G629	0.286619
G129	G440	0.286611
G60	G1519	0.286604
G154	G1446	0.286601
G182	G1628	0.28658
G158	G292	0.286576
G195	G1145	0.286573
G33	G52	0.28657
G93	G364	0.286558
G104	G839	0.286556
G136	G825	0.286554
G41	G82	0.286543
G129	G1204	0.286536
G192	G846	0.286532
G125	G676	0.286529
G178	G37	0.286527
G51	G1603	0.286524
G176	G286	0.286517
G129	G422	0.28651
G15	G969	0.286503
G66	G727	0.286494
G22	G1539	0.286484
G152	G736	0.286472
G52	G124	0.286468
G117	G817	0.286448
G99	G276	0.286425
G178	G970	0.286424
G38	G577	0.286409
G177	G1359	0.286399
G69	G322	0.286395
G53	G315	0.286385
G117	G580	0.286358
G137	G724	0.286356
G135	G728	0.286353
G83	G1270	0.286336
G9	G1066	0.28632
G115	G17	0.286318
G101	G766	0.286296
G129	G769	0.286291
G171	G262	0.286286
G181	G345	0.286273
G15	G843	0.286273
G19	G643	0.286253
G186	G890	0.286251
G32	G953	0.286235
G96	G1439	0.286229
G169	G1307	0.286218
G6	G513	0.286208
G38	G263	0.286197
G143	G983	0.286169
G164	G251	0.286163
G80	G1570	0.286155
G86	G1298	0.286154
G66	G739	0.286134
G164	G1385	0.286119
G144	G51	0.286116
G48	G56	0.286109
G187	G499	0.286108
G93	G993	0.286108
G114	G767	0.286104
G185	G1545	0.2861
G149	G462	0.286089
G184	G575	0.286079
G27	G1172	0.286067
G19	G421	0.286062
G138	G177	0.286061
G151	G1535	0.286057
G160	G1316	0.286051
G151	G1347	0.286048
G73	G913	0.286045
G186	G827	0.286022
G98	G1259	0.286002
G155	G717	0.285986
G67	G731	0.285978
G114	G1634	0.285961
G108	G665	0.285961
G2	G256	0.285943
G110	G806	0.285943
G151	G5	0.28594
G114	G754	0.285931
G3	G748	0.285908
G50	G1060	0.285907
G131	G275	0.285905
G176	G1514	0.285904
G176	G734	0.285898
G19	G49	0.285886
G15	G1617	0.285881
G86	G891	0.28588
G111	G1463	0.285869
G16	G1029	0.285848
G181	G208	0.285843
G151	G91	0.285842
G32	G58	0.285834
G73	G1611	0.285829
G137	G839	0.285821
G96	G698	0.285818
G40	G1521	0.285814
G97	G870	0.285796
G82	G1415	0.285782
G117	G1583	0.285757
G133	G424	0.285756
G30	G1075	0.285752
G61	G1558	0.285745
G118	G839	0.285744
