TF	Target	Score
G57	G402	1.0813
G57	G1027	1.08118
G44	G2379	1.08115
G57	G578	1.08113
G30	G1273	1.0811
G46	G1770	1.08104
G34	G798	1.08102
G65	G1279	1.08101
G36	G655	1.08099
G38	G466	1.08098
G83	G1226	1.08094
G58	G1991	1.08086
G9	G2150	1.08084
G57	G214	1.08071
G34	G2212	1.08066
G91	G642	1.08065
G82	G56	1.08064
G96	G2706	1.08052
G74	G260	1.08039
G32	G725	1.08033
G84	G2762	1.0803
G74	G433	1.08025
G6	G2251	1.08022
G26	G1914	1.0802
G92	G1979	1.08015
G67	G705	1.08009
G61	G2799	1.08009
G32	G2187	1.08008
G97	G715	1.08007
G36	G1767	1.07993
G68	G1676	1.07983
G4	G1015	1.07983
G29	G1567	1.07981
G46	G1258	1.07977
G16	G2351	1.07973
G44	G92	1.07971
G17	G1522	1.07968
G82	G329	1.07967
G29	G241	1.07963
G32	G1589	1.07962
G8	G2361	1.07958
G83	G375	1.07954
G84	G1560	1.07948
G61	G2448	1.07946
G4	G990	1.07945
G55	G800	1.07943
G57	G834	1.07932
G55	G1405	1.07928
G61	G902	1.07926
G48	G1398	1.07925
G85	G1030	1.07917
G87	G2196	1.07916
G59	G2264	1.07916
G3	G1218	1.07905
G87	G2219	1.07905
G32	G1962	1.07904
G2	G289	1.07904
G54	G786	1.07903
G54	G1837	1.07901
G56	G2479	1.07892
G60	G392	1.0789
G34	G1881	1.07888
G54	G1361	1.07888
G16	G1774	1.07884
G71	G667	1.07883
G70	G2235	1.07881
G44	G109	1.0788
G90	G97	1.07879
G74	G180	1.07862
G92	G2332	1.07861
G24	G2394	1.0785
G55	G1189	1.07846
G79	G786	1.07845
G5	G1443	1.07842
G48	G20	1.0784
G87	G173	1.07838
G64	G1069	1.07834
G34	G1262	1.07828
G97	G2692	1.07825
G17	G1920	1.07817
G83	G2395	1.07816
G3	G778	1.07816
G4	G2052	1.07815
G14	G1556	1.07812
G50	G2163	1.07812
G54	G1009	1.07809
G43	G250	1.07804
G42	G154	1.07799
G82	G1106	1.07798
G87	G169	1.07797
G41	G2029	1.07793
G46	G1545	1.07793
G50	G1869	1.07791
G15	G1754	1.07789
G30	G1015	1.07784
G73	G2147	1.07784
G87	G1595	1.07781
G38	G2416	1.07778
G67	G1190	1.07776
G54	G2111	1.0777
G86	G2409	1.07761
G74	G1666	1.07759
G56	G1676	1.07757
G85	G2744	1.07754
G9	G1100	1.07751
G2	G280	1.0775
G93	G1544	1.07748
G45	G491	1.07742
G97	G439	1.07735
G54	G771	1.07735
G95	G845	1.07732
G92	G2466	1.07731
G54	G2350	1.07725
G98	G2643	1.07722
G5	G1300	1.07719
G69	G470	1.07716
G91	G2195	1.07707
G95	G407	1.07704
G85	G2735	1.077
G87	G435	1.077
G61	G835	1.07697
G58	G1384	1.07697
G85	G9	1.07697
G65	G1289	1.07695
G61	G2167	1.07688
G99	G399	1.07688
G52	G292	1.07687
G92	G327	1.07675
G80	G454	1.07674
G9	G714	1.07671
G50	G433	1.0767
G79	G1632	1.07669
G34	G6	1.07661
G77	G540	1.07652
G44	G946	1.0765
G97	G2579	1.07646
G72	G307	1.07644
G8	G2313	1.0764
G63	G505	1.0764
G74	G2578	1.07638
G32	G1554	1.07636
G98	G1375	1.07628
G55	G1355	1.07628
G7	G100	1.07626
G38	G419	1.07625
G22	G2025	1.07625
G91	G2685	1.07621
G2	G2343	1.07616
G4	G1441	1.07606
G98	G1771	1.07604
G61	G2735	1.07601
G32	G2459	1.07601
G20	G1986	1.07599
G44	G2699	1.07592
G61	G558	1.07582
G92	G789	1.07581
G83	G2043	1.0758
G79	G1517	1.07574
G58	G781	1.07574
G38	G873	1.0757
G38	G854	1.07559
G32	G1707	1.07553
G87	G1984	1.07542
G39	G1094	1.07539
G50	G1151	1.07532
G54	G2317	1.07532
G12	G719	1.07523
G17	G1788	1.07522
G34	G668	1.07518
G46	G1738	1.07518
G67	G2689	1.07517
G92	G1093	1.07515
G74	G834	1.0751
G99	G1615	1.07506
G10	G81	1.075
G58	G1269	1.07493
G38	G1657	1.07486
G95	G1533	1.07486
G55	G2441	1.07483
G74	G1446	1.07483
G43	G1642	1.07478
G60	G1987	1.07475
G81	G248	1.07473
G11	G1794	1.07471
G54	G90	1.0747
G33	G1038	1.07468
G18	G1801	1.07467
G65	G169	1.07465
G80	G1478	1.07459
G61	G1323	1.07458
G40	G1601	1.07457
G40	G2781	1.07457
G80	G2043	1.07456
G4	G1669	1.07452
G54	G2330	1.07445
G96	G1015	1.07443
G10	G1831	1.07442
G37	G1043	1.0744
G2	G1158	1.07432
G47	G453	1.07429
G97	G2092	1.07417
G74	G640	1.07415
G8	G925	1.07411
G72	G2732	1.07405
G55	G92	1.07395
G55	G2463	1.07394
G58	G774	1.07392
G23	G111	1.07391
G55	G2534	1.07388
G83	G1349	1.0738
G70	G751	1.07379
G63	G1515	1.07368
G44	G422	1.07365
G97	G2519	1.0736
G7	G1213	1.07349
G21	G2016	1.07344
G20	G820	1.07341
G30	G1095	1.07338
G37	G2148	1.07328
G58	G356	1.07327
G20	G1310	1.07326
G39	G1187	1.07315
G29	G2003	1.07308
G16	G655	1.07307
G92	G738	1.07305
G72	G1447	1.07301
G30	G885	1.07299
G44	G1258	1.07299
G55	G1907	1.07297
G90	G852	1.07293
G65	G2506	1.07291
G97	G2170	1.0729
G98	G115	1.07285
G77	G1842	1.07283
G90	G907	1.07283
G38	G2315	1.07277
G52	G2105	1.07268
G50	G2661	1.07268
G84	G1930	1.07268
G30	G115	1.07267
G6	G1511	1.07265
G38	G1074	1.07263
G6	G1859	1.07262
G54	G2754	1.07253
G74	G800	1.07252
G4	G1799	1.0725
G34	G1421	1.07245
G91	G2749	1.07242
G17	G1124	1.07239
G28	G2677	1.07239
G22	G1618	1.07239
G97	G831	1.07225
G55	G251	1.07223
G5	G2662	1.07218
G73	G1264	1.07216
G47	G1598	1.0721
G67	G2002	1.07196
G48	G536	1.07195
G74	G521	1.07182
G34	G2206	1.07182
G43	G134	1.07177
G92	G1380	1.07177
G3	G1256	1.07172
G17	G2607	1.07171
G55	G68	1.07166
G15	G129	1.07162
G34	G564	1.07162
G28	G1011	1.07161
G52	G987	1.07158
G55	G2488	1.07157
G28	G1422	1.07138
G92	G2574	1.07136
G74	G446	1.07133
G71	G2668	1.07132
G54	G2617	1.07128
G2	G943	1.07127
G85	G142	1.07118
G9	G2474	1.07109
G72	G1821	1.07107
G98	G2560	1.07095
G60	G1376	1.07094
G6	G1913	1.07094
G34	G127	1.07092
G34	G2560	1.07091
G18	G1479	1.0709
G61	G6	1.0708
G88	G263	1.07073
G87	G1461	1.0707
G26	G1064	1.07069
G21	G970	1.07068
G67	G378	1.07066
G80	G738	1.0706
G36	G1137	1.07058
G8	G2028	1.07058
G56	G838	1.07052
G46	G1582	1.07051
G81	G1515	1.0705
G39	G1670	1.07043
G30	G2091	1.07041
G74	G2592	1.07039
G6	G1898	1.07036
G4	G1414	1.07033
G39	G611	1.07032
G34	G2137	1.07029
G51	G1050	1.07028
G30	G2186	1.07024
G95	G426	1.07019
G87	G1751	1.07016
G41	G2062	1.07006
G93	G1569	1.06999
G66	G1311	1.06998
G60	G2151	1.06985
G43	G1283	1.06982
G16	G1837	1.06974
G57	G2293	1.06973
G22	G1188	1.0697
G90	G842	1.06963
G8	G89	1.06963
G23	G123	1.06958
G55	G810	1.06956
G74	G977	1.06951
G97	G965	1.06948
G30	G324	1.06943
G47	G1302	1.06941
G8	G848	1.0694
G38	G1891	1.06938
G97	G714	1.06938
G10	G1805	1.06935
G30	G978	1.06932
G74	G2469	1.06928
G33	G690	1.06927
G80	G1688	1.06914
G73	G1821	1.06911
G97	G2725	1.06907
G21	G2560	1.06906
G52	G2317	1.06906
G92	G2058	1.06904
G74	G592	1.06903
G6	G1892	1.06895
G69	G1567	1.06892
G30	G1879	1.06888
G8	G1062	1.06886
G9	G742	1.06883
G23	G100	1.06882
G50	G1042	1.06881
G74	G2005	1.06876
G46	G1696	1.06875
G44	G479	1.06874
G96	G2040	1.06874
G36	G895	1.06872
G90	G1472	1.06871
G77	G43	1.0687
G11	G2235	1.06869
G3	G551	1.06869
G5	G246	1.06866
G45	G658	1.06861
G17	G1032	1.06859
G16	G58	1.06858
G62	G922	1.06856
G70	G1959	1.06853
G85	G160	1.06853
G14	G1653	1.06852
G19	G2361	1.06851
G2	G1997	1.0685
G70	G1530	1.06849
G16	G988	1.06842
G79	G909	1.06842
G85	G1152	1.06839
G97	G1932	1.06835
G57	G417	1.06831
G26	G839	1.06831
G41	G828	1.06828
G43	G207	1.06825
G74	G252	1.06824
G18	G225	1.06824
G63	G1422	1.0682
G52	G1530	1.06812
G9	G915	1.0681
G9	G1214	1.06807
G21	G774	1.06805
G52	G1512	1.068
G4	G2194	1.068
G23	G912	1.06793
G54	G2126	1.0679
G22	G2779	1.06786
G77	G966	1.06784
G55	G2128	1.06777
G98	G890	1.06776
G74	G2619	1.06774
G60	G437	1.06773
G56	G2502	1.06772
G17	G939	1.06766
G33	G508	1.06763
G36	G2739	1.06762
G83	G1314	1.0676
G29	G721	1.06757
G67	G1133	1.06756
G36	G187	1.06753
G63	G883	1.06748
G19	G2089	1.06744
G65	G2772	1.06734
G11	G2415	1.0673
G98	G498	1.06722
G60	G795	1.06722
G98	G1038	1.06716
G78	G697	1.06715
G63	G1542	1.06713
G92	G2111	1.06712
G95	G234	1.06707
G65	G973	1.06706
G9	G1843	1.06705
G87	G1432	1.06699
G57	G963	1.06696
G47	G885	1.06695
G54	G1513	1.06687
G20	G1050	1.06685
G19	G648	1.06679
G82	G1864	1.06666
G85	G2075	1.06662
G58	G165	1.06661
G35	G1624	1.06661
G34	G50	1.0666
G10	G2014	1.06654
G77	G58	1.06651
G46	G2306	1.0665
G87	G505	1.0665
G8	G2231	1.06646
G98	G2033	1.06645
G5	G2119	1.06632
G68	G2333	1.0663
G9	G2562	1.06629
G56	G2470	1.06621
G66	G614	1.06618
G34	G1732	1.06617
G96	G2488	1.06616
G43	G507	1.06615
G6	G2569	1.0661
G60	G1690	1.06609
G86	G751	1.06605
G91	G2452	1.06605
G87	G990	1.06598
G31	G1508	1.06596
G17	G838	1.06595
G17	G1732	1.06592
G97	G114	1.06585
G29	G1504	1.06583
G22	G140	1.06573
G82	G12	1.06571
G58	G2753	1.06566
G47	G2029	1.06562
G39	G1173	1.06562
G95	G438	1.0656
G43	G2045	1.06537
G21	G1090	1.06535
G57	G750	1.06517
G7	G2278	1.06516
G60	G278	1.06503
G85	G733	1.06502
G8	G2518	1.065
G91	G578	1.06491
G85	G1035	1.06491
G6	G1115	1.06484
G8	G1966	1.06483
G57	G242	1.06473
G9	G842	1.06471
G56	G356	1.06467
G92	G1556	1.06463
G4	G1211	1.06459
G33	G2048	1.06456
G97	G2058	1.06438
G63	G1245	1.06438
G47	G614	1.06434
G70	G1064	1.06434
G43	G931	1.06429
G97	G602	1.06427
G80	G487	1.06423
G70	G2309	1.06422
G87	G575	1.0642
G6	G2317	1.06415
G18	G2108	1.06407
G47	G1830	1.06403
G23	G505	1.06398
G69	G203	1.06393
G16	G1625	1.06393
G36	G1518	1.06387
G47	G986	1.06386
G34	G2362	1.06385
G41	G497	1.06381
G92	G1422	1.06379
G59	G2202	1.06361
G42	G918	1.06359
G90	G2146	1.06349
G8	G54	1.06342
G74	G2584	1.06336
G65	G1523	1.06325
G55	G2068	1.06318
G61	G1527	1.06318
G78	G1733	1.06312
G30	G2721	1.0631
G22	G401	1.0631
G87	G2153	1.06309
G19	G601	1.06306
G71	G106	1.06301
G85	G2730	1.06291
G60	G2245	1.06291
G42	G877	1.06289
G58	G44	1.0628
G89	G2785	1.0628
G44	G2323	1.06272
G60	G2217	1.06269
G32	G1117	1.0626
G4	G2090	1.0626
G22	G803	1.06253
G74	G394	1.06252
G58	G1141	1.06245
G57	G358	1.06245
G29	G1539	1.06237
G58	G2658	1.06236
G60	G1934	1.06236
G80	G2616	1.06232
G69	G1913	1.06231
G37	G2089	1.06228
G85	G995	1.06223
G21	G474	1.06222
G96	G1143	1.06221
G84	G562	1.06215
G90	G2096	1.06204
G8	G2558	1.06202
G41	G1621	1.06201
G61	G1327	1.06199
G44	G2218	1.06197
G17	G511	1.06187
G5	G1537	1.06184
G43	G2643	1.06179
G25	G1849	1.06173
G97	G1580	1.06171
G12	G1556	1.06171
G66	G359	1.0616
G50	G2386	1.06155
G98	G611	1.06154
G83	G1446	1.06152
G77	G2319	1.06148
G41	G694	1.06143
G30	G1700	1.06142
G8	G673	1.06135
G7	G334	1.06135
G3	G1183	1.06134
G17	G2620	1.06133
G99	G2182	1.0613
G36	G220	1.06129
G61	G80	1.06123
G97	G2343	1.06116
G80	G1637	1.06112
G23	G2261	1.06103
G4	G1231	1.06102
G91	G2490	1.06102
G57	G107	1.06101
G98	G1234	1.061
G2	G1644	1.06098
G73	G355	1.06098
G55	G1931	1.06095
G20	G2666	1.06084
G91	G2225	1.06081
G96	G2583	1.0608
G69	G2163	1.06075
G66	G1648	1.06069
G16	G36	1.06068
G38	G1693	1.06068
G86	G69	1.06064
G99	G2734	1.06064
G51	G722	1.06059
G42	G523	1.06057
G43	G2589	1.06046
G80	G1436	1.06046
G54	G336	1.06039
G87	G2592	1.06039
G91	G1800	1.06037
G86	G1149	1.06035
G8	G2483	1.06035
G8	G1419	1.0602
G15	G2671	1.06011
G41	G2606	1.06006
G20	G882	1.06005
G79	G2173	1.06005
G63	G1257	1.06001
G45	G1861	1.05998
G14	G1230	1.05992
G10	G1747	1.05991
G33	G2800	1.05979
G60	G375	1.05979
G67	G2691	1.05978
G41	G2239	1.05974
G56	G760	1.05973
G58	G543	1.05973
G96	G1737	1.05973
G58	G2263	1.05966
G91	G2410	1.05964
G79	G2018	1.05956
G50	G1994	1.05955
G57	G1851	1.05952
G4	G2351	1.05945
G93	G2506	1.05939
G77	G557	1.05929
G46	G814	1.05929
G68	G1332	1.05928
G88	G1180	1.05923
G3	G1559	1.05922
G95	G980	1.05922
G17	G776	1.05917
G57	G1988	1.05915
G50	G2380	1.05915
G59	G186	1.05912
G4	G2199	1.0591
G79	G2305	1.05909
G70	G1901	1.05904
G4	G1225	1.05903
G92	G954	1.059
G65	G1687	1.05899
G36	G712	1.05899
G36	G2105	1.05896
G41	G2110	1.05892
G36	G1820	1.05889
G58	G1555	1.05889
G16	G1546	1.05879
G23	G209	1.05876
G78	G139	1.05874
G97	G2517	1.05872
G70	G1812	1.05869
G79	G1083	1.05863
G92	G2152	1.05859
G59	G639	1.05856
G63	G826	1.05849
G54	G2200	1.05848
G23	G261	1.05843
G60	G980	1.05843
G85	G1663	1.05841
G99	G1648	1.0584
G56	G702	1.05832
G2	G538	1.05828
G63	G2682	1.05814
G95	G1325	1.0581
G38	G2322	1.05808
G23	G2584	1.05808
G4	G1540	1.05796
G63	G1624	1.05792
G2	G193	1.05791
G74	G583	1.05789
G30	G1444	1.05789
G29	G1092	1.05788
G63	G750	1.05786
G58	G390	1.05782
G63	G330	1.05778
G65	G2070	1.05777
G97	G754	1.05776
G28	G1002	1.05773
G52	G2431	1.05772
G23	G599	1.05769
G83	G2547	1.05765
G3	G1004	1.05764
G17	G2052	1.05758
G85	G1256	1.05757
G3	G1477	1.05754
G58	G1768	1.05746
G4	G847	1.05742
G37	G922	1.05742
G28	G1174	1.05741
G24	G2036	1.05732
G87	G2696	1.0573
G86	G708	1.0572
G26	G639	1.05711
G44	G934	1.05711
G29	G1906	1.05711
G98	G105	1.05708
G41	G2485	1.05707
G50	G2732	1.05704
G38	G83	1.05703
G68	G2476	1.05702
G58	G1121	1.05698
G4	G2263	1.05692
G52	G2427	1.05688
G44	G1631	1.05685
G30	G2165	1.05684
G41	G1322	1.05675
G28	G1972	1.05671
G46	G1673	1.0567
G20	G2222	1.05669
G87	G1417	1.05664
G30	G2316	1.05657
G38	G1905	1.05653
G63	G1049	1.0565
G66	G1873	1.0565
G21	G931	1.05649
G86	G650	1.05648
G8	G2339	1.05647
G33	G1871	1.05642
G60	G1009	1.05641
G83	G1305	1.05637
G4	G2371	1.05633
G45	G2438	1.05626
G65	G1779	1.0562
G40	G60	1.05618
G20	G1567	1.05605
G5	G1431	1.05602
G91	G2483	1.056
G91	G723	1.056
G26	G2619	1.05592
G75	G1833	1.0558
G57	G283	1.05572
G32	G775	1.0557
G7	G18	1.05566
G81	G1180	1.05555
G58	G208	1.05552
G38	G1732	1.0555
G28	G1835	1.05533
G81	G2442	1.05531
G97	G2100	1.05529
G4	G37	1.05524
G2	G2366	1.05521
G97	G2460	1.05521
G70	G2406	1.05516
G65	G2210	1.05513
G50	G897	1.0551
G96	G404	1.05504
G90	G2101	1.05501
G17	G627	1.05497
G50	G1692	1.05496
G4	G745	1.05494
G95	G1668	1.05485
G39	G946	1.05478
G54	G522	1.05478
G80	G1588	1.05471
G14	G1432	1.05469
G47	G876	1.05466
G88	G1021	1.05464
G17	G2399	1.0546
G43	G399	1.05457
G97	G1588	1.05452
G81	G218	1.05452
G86	G692	1.0545
G64	G819	1.05445
G67	G849	1.05444
G22	G542	1.05438
G74	G168	1.05432
G90	G1651	1.05422
G47	G637	1.0542
G97	G419	1.05415
G57	G2502	1.05411
G74	G1699	1.05397
G6	G1636	1.05396
G28	G60	1.05393
G60	G1298	1.0539
G15	G2656	1.05383
G5	G1663	1.0538
G56	G1914	1.05378
G98	G200	1.05378
G6	G1127	1.05374
G82	G13	1.05371
G57	G2223	1.05367
G56	G1910	1.05366
G85	G1052	1.05363
G56	G1546	1.05353
G22	G735	1.05348
G3	G829	1.05342
G74	G1827	1.05338
G83	G1036	1.05336
G19	G2524	1.05335
G79	G1909	1.05327
G41	G1446	1.05325
G36	G3	1.05318
G78	G65	1.05314
G47	G2753	1.05313
G81	G950	1.05307
G89	G1140	1.05304
G88	G496	1.05303
G90	G17	1.053
G55	G2589	1.05298
G60	G2758	1.05298
G74	G170	1.05296
G93	G339	1.05289
G32	G1105	1.05285
G91	G1412	1.05284
G29	G120	1.05283
G69	G1760	1.05283
G41	G954	1.05282
G36	G1091	1.05279
G58	G21	1.05276
G85	G271	1.05272
G72	G848	1.0527
G41	G784	1.05269
G97	G1018	1.05259
G60	G894	1.05256
G19	G1851	1.05256
G45	G2305	1.05256
G92	G1710	1.05246
G92	G706	1.05243
G60	G2364	1.05234
G16	G193	1.05232
G44	G34	1.05226
G56	G2432	1.05217
G92	G1808	1.05211
G23	G2285	1.05208
G3	G1571	1.05208
G17	G812	1.05194
G23	G1125	1.05191
G59	G1227	1.0519
G79	G1762	1.0519
G81	G1411	1.05182
G46	G1836	1.05181
G63	G540	1.05166
G76	G2334	1.05163
G10	G2557	1.05149
G2	G334	1.05149
G34	G2141	1.05148
G8	G2149	1.05143
G5	G1066	1.05139
G5	G877	1.05138
G42	G2717	1.05133
G65	G1343	1.05133
G8	G936	1.05119
G90	G725	1.05107
G87	G2676	1.051
G56	G805	1.05098
G51	G1327	1.05097
G56	G1478	1.05096
G27	G2354	1.05094
G67	G779	1.05094
G87	G2432	1.0509
G21	G185	1.05078
G16	G1283	1.05071
G97	G2468	1.05056
G74	G1955	1.05053
G35	G791	1.05051
G4	G916	1.05048
G2	G900	1.05038
G36	G1302	1.05037
G55	G1659	1.05037
G41	G2059	1.05035
G21	G2139	1.05033
G36	G1431	1.05031
G74	G928	1.05028
G19	G931	1.05023
G58	G566	1.05016
G41	G1205	1.05015
G4	G1339	1.05011
G63	G1795	1.04989
G2	G385	1.04988
G65	G22	1.04983
G56	G870	1.04975
G72	G1012	1.04974
G2	G2510	1.04972
G26	G1598	1.04968
G60	G2163	1.0496
G32	G1322	1.04954
G41	G480	1.04949
G65	G348	1.04948
G32	G728	1.04947
G97	G550	1.04945
G55	G2008	1.04941
G95	G18	1.04927
G74	G1081	1.04923
G33	G1677	1.04912
G63	G1937	1.04912
G28	G2258	1.04901
G97	G2054	1.04888
G52	G1087	1.04885
G2	G866	1.04883
G9	G428	1.0488
G70	G1717	1.04872
G56	G1416	1.04869
G12	G1187	1.04867
G5	G1116	1.04862
G10	G2211	1.04862
G96	G1541	1.04861
G17	G2572	1.04853
G92	G1388	1.04846
G19	G317	1.04841
G6	G291	1.04841
G12	G1687	1.04832
G60	G233	1.04829
G20	G310	1.0482
G55	G2800	1.04814
G10	G2654	1.04814
G45	G1451	1.04811
G23	G2262	1.04811
G97	G757	1.04811
G52	G2056	1.04809
G6	G2763	1.04806
G86	G897	1.04805
G27	G1947	1.048
G36	G889	1.04799
G46	G1966	1.04799
G4	G715	1.04789
G65	G1876	1.04787
G41	G770	1.04786
G89	G2554	1.0478
G61	G2723	1.04775
G95	G257	1.04773
G90	G2791	1.0477
G8	G1085	1.04765
G7	G1999	1.04765
G39	G573	1.04763
G75	G372	1.04759
G52	G2091	1.04757
G44	G1326	1.04753
G23	G416	1.04744
G3	G2562	1.04744
G98	G1484	1.04736
G6	G2437	1.0473
G58	G1848	1.04727
G46	G1186	1.04726
G54	G1281	1.04722
G61	G2311	1.0472
G71	G1238	1.04718
G4	G115	1.04714
G92	G2108	1.0471
G64	G2736	1.04699
G79	G1466	1.04692
G93	G815	1.04688
G17	G1581	1.04688
G32	G519	1.04677
G9	G801	1.04674
G52	G1047	1.04674
G60	G2452	1.04667
G91	G1124	1.04665
G73	G633	1.0466
G84	G59	1.04659
G86	G931	1.04656
G2	G932	1.04653
G97	G16	1.04652
G80	G242	1.0465
G16	G29	1.04646
G59	G1905	1.0464
G80	G760	1.04632
G35	G11	1.04624
G47	G2712	1.04622
G97	G2607	1.0462
G79	G756	1.04619
G58	G2017	1.04618
G14	G2092	1.04618
G23	G996	1.04615
G5	G541	1.04609
G72	G2594	1.04608
G46	G1634	1.0459
G9	G1333	1.04588
G24	G2487	1.04584
G38	G260	1.04581
G9	G297	1.0458
G16	G307	1.04571
G6	G2076	1.04567
G23	G1948	1.04561
G34	G220	1.04561
G70	G470	1.04561
G56	G495	1.0456
G91	G854	1.04557
G99	G1972	1.04554
G70	G660	1.04547
G48	G2336	1.04545
G34	G1582	1.04541
G81	G258	1.0454
G33	G2180	1.04538
G58	G16	1.04538
G47	G2243	1.04537
G3	G260	1.04535
G85	G805	1.0453
G80	G476	1.04525
G74	G55	1.0452
G44	G2562	1.04516
G58	G2740	1.04515
G77	G64	1.04513
G97	G2219	1.0451
G87	G2092	1.04508
G50	G2442	1.04507
G29	G2118	1.04507
G54	G1062	1.04505
G57	G453	1.04503
G97	G825	1.045
G74	G1960	1.04499
G50	G1802	1.04491
G80	G2512	1.0449
G55	G1529	1.0448
G73	G2615	1.04478
G67	G2671	1.04477
G17	G711	1.04475
G66	G1974	1.0447
G82	G2242	1.0447
G5	G1264	1.04467
G73	G1955	1.04465
G81	G2561	1.04465
G16	G2404	1.04456
G35	G1307	1.04455
G63	G1350	1.04454
G90	G1619	1.04449
G41	G2512	1.04449
G87	G2044	1.04447
G54	G672	1.04444
G65	G1973	1.04442
G65	G1669	1.04441
G82	G1487	1.0444
G55	G2540	1.04434
G6	G2399	1.04428
G56	G2097	1.04423
G87	G1757	1.04419
G98	G1204	1.04418
G23	G178	1.04418
G43	G68	1.04416
G65	G1988	1.04412
G74	G2369	1.04409
G9	G567	1.04406
G96	G2712	1.04405
G35	G1694	1.04404
G26	G416	1.04401
G46	G1449	1.04398
G9	G2300	1.04395
G90	G1980	1.04388
G34	G477	1.04388
G99	G1644	1.04387
G65	G257	1.04387
G2	G839	1.04382
G42	G379	1.04382
G57	G79	1.04379
G68	G2508	1.04376
G19	G923	1.04374
G28	G36	1.04371
G50	G1941	1.04366
G44	G2745	1.04366
G90	G1320	1.04358
G8	G1751	1.04358
G95	G274	1.04355
G54	G344	1.04347
G4	G799	1.04345
G26	G843	1.04338
G50	G2714	1.04324
G83	G1317	1.04323
G52	G1576	1.04322
G58	G2414	1.04321
G73	G2413	1.04314
G98	G1519	1.04314
G9	G450	1.04307
G4	G869	1.04307
G23	G1703	1.04302
G78	G1169	1.04298
G69	G2124	1.04294
G98	G2139	1.04291
G96	G1340	1.04289
G60	G2258	1.04289
G16	G1699	1.04287
G61	G2591	1.04283
G6	G1214	1.04281
G91	G942	1.04277
G41	G143	1.04274
G87	G1076	1.0427
G45	G1386	1.04268
G19	G318	1.04266
G85	G1261	1.04254
G16	G1519	1.04252
G97	G424	1.04251
G86	G1495	1.0425
G23	G342	1.04249
G9	G1997	1.04239
G9	G285	1.04234
G12	G1049	1.04233
G22	G2407	1.04232
G17	G2061	1.04221
G58	G2057	1.04219
G5	G1815	1.04215
G4	G2515	1.04215
G92	G562	1.04201
G13	G1994	1.04196
G37	G1144	1.0419
G54	G939	1.04186
G48	G1580	1.04186
G97	G1238	1.04184
G73	G978	1.04184
G19	G1325	1.04182
G52	G59	1.04173
G4	G230	1.04167
G80	G326	1.04167
G5	G1622	1.04166
G42	G2660	1.04165
G83	G193	1.04162
G23	G860	1.04161
G97	G951	1.04158
G28	G1281	1.04155
G37	G468	1.04152
G56	G786	1.04151
G72	G2629	1.04149
G82	G1767	1.04144
G44	G405	1.0414
G80	G2220	1.04137
G23	G2378	1.04136
G54	G1104	1.04135
G22	G2749	1.04132
G81	G2400	1.0413
G37	G1015	1.0413
G2	G1055	1.04129
G90	G2212	1.04127
G54	G2177	1.04126
G96	G1059	1.04126
G85	G2271	1.04121
G44	G345	1.04117
G57	G1208	1.04116
G5	G2773	1.04116
G34	G108	1.04115
G7	G821	1.0411
G55	G1157	1.04107
G82	G1114	1.04105
G83	G1537	1.04096
G66	G734	1.04096
G60	G1370	1.0409
G80	G1308	1.04076
G5	G1411	1.04074
G97	G2589	1.04074
G61	G144	1.04074
G17	G331	1.04071
G79	G2054	1.04066
G56	G447	1.04061
G97	G2101	1.0406
G47	G1795	1.04059
G29	G897	1.04056
G65	G2195	1.04054
G15	G2120	1.04052
G74	G1277	1.04051
G60	G1010	1.0405
G14	G946	1.04042
G74	G2381	1.04041
G79	G930	1.0404
G68	G2044	1.04036
G19	G378	1.04029
G47	G2632	1.04026
G28	G860	1.04012
G87	G2436	1.0401
G4	G2440	1.04
G22	G2807	1.03999
G87	G924	1.03997
G38	G2215	1.03993
G82	G2560	1.03989
G32	G541	1.03988
G57	G2513	1.0398
G81	G2115	1.03977
G22	G1730	1.03963
G16	G809	1.03963
G44	G500	1.03958
G15	G371	1.03954
G96	G232	1.03949
G83	G1143	1.03941
G7	G1447	1.03941
G85	G654	1.03936
G32	G197	1.03933
G41	G158	1.03933
G44	G1214	1.03929
G32	G1910	1.0392
G58	G985	1.03917
G35	G1139	1.0391
G97	G1035	1.03906
G10	G866	1.03906
G20	G2375	1.03905
G2	G2709	1.03904
G82	G2504	1.03899
G43	G2511	1.03898
G55	G2031	1.03889
G80	G2483	1.03885
G88	G704	1.03877
G14	G1726	1.03876
G74	G505	1.03872
G37	G1786	1.03871
G14	G2578	1.03866
G23	G703	1.03865
G88	G2330	1.03864
G11	G621	1.03863
G42	G2403	1.03854
G43	G666	1.03854
G92	G2025	1.03853
G87	G1515	1.03851
G57	G798	1.03849
G85	G2705	1.03841
G87	G1864	1.0384
G42	G1578	1.03833
G8	G1631	1.03832
G29	G2581	1.03831
G87	G668	1.03827
G8	G2632	1.03823
G96	G1420	1.03815
G95	G1601	1.03811
G95	G1024	1.03807
G4	G1076	1.03807
G23	G179	1.03805
G57	G2330	1.03805
G50	G2017	1.03802
G87	G1010	1.03802
G34	G891	1.03799
G32	G2145	1.03796
G50	G1697	1.03795
G29	G715	1.03795
G44	G1970	1.03788
G12	G447	1.03786
G70	G1794	1.03784
G98	G2642	1.03784
G3	G571	1.03782
G23	G704	1.0378
G97	G1046	1.03777
G16	G2462	1.03772
G97	G1655	1.03762
G97	G2435	1.03761
